Entity,2000,2005,2010,2015,2018
Afghanistan,-0.0007600687123665052,-0.0008393688365745728,-1.3950404469735873,-1.4045019352151622,-1.3991654355543373
Albania,0.10808195174452404,0.3388519800476113,0.3641545956960412,0.15795375077853602,0.28236483977508736
Algeria,-1.2817612664630729,-1.190577464484312,-1.2915583856400799,-1.2322250448758878,-1.220382044211841
Andorra,1.6649847888351708,1.4344958803701877,1.1684924360610316,1.1796514198739558,1.2125216731110477
Angola,-0.7759418648449492,-0.27828621686877886,0.47469225212046967,0.4498673705200845,0.2267970289524197
Antigua and Barbuda,-0.22603728602157616,-0.17095783479636312,-0.12738519563811987,-0.04542868920532987,0.09150148955809806
Argentina,0.6139013533626477,0.5646887839916525,2.0888757659660494e-16,0.8303121700193159,0.8815307999499399
Armenia,-0.43486180962538856,-0.07704550048299945,-0.10621841036535679,-0.05739236214555723,-0.10902582775848565
Australia,1.3030222812552292,1.329403506257614,1.4695311599403267,1.1365821972891372,1.0893060925912192
Austria,1.6278604290833818,1.4881600714063954,1.4248457243644934,1.4332812862067768,1.4396248999515164
Azerbaijan,-0.6158430634153595,-0.9669766685001127,-0.7459256986088582,-0.35887692023928763,-0.38444889009692584
Bahamas,-0.12162502421966984,-0.4146827024191403,-0.4754612201235543,-0.3660551240034241,-0.2950571944256776
Bahrain,-1.0126096582626034,-0.9781567082993226,-1.046964422488153,-1.143693865118205,-1.1865581593632606
Bangladesh,-1.3629708034201111,-1.3359179818740414,-1.4067997721251224,-1.4497246189292219,-1.4453108784549005
Barbados,0.23337666590681158,0.28295178105156144,0.42530308648402293,0.7776720090823153,0.8911947670495342
Belarus,2.1035162884031773,2.049398069326736,2.6548711352150494,1.4165321440904584,1.3164093194316875
Belgium,1.4816832625607133,1.5641843420410233,1.2366965219399346,1.3734629215056398,1.2270176237604395
Belize,-0.1285858416731303,0.2292875900153536,0.22069082884731475,0.15795375077853602,0.05284562115972044
Benin,-0.8455500393795534,-0.8730643341867489,-0.8635189501242077,-0.7441071889146098,-0.7710075740807016
Bhutan,-0.7736215923604624,-1.0139328356567943,-1.2280580298217911,-1.3542545088662072,-1.3460136165065681
Bolivia,-0.6181633358998464,-0.3945586307805624,-0.13679265575934785,-0.34452051271101486,-0.3796169065471287
Bosnia and Herzegovina,0.06167650205478786,0.23823162185472158,0.27713558957468254,0.2010229733633546,0.2775328562252903
Botswana,0.6835095278972521,0.7771095401766417,0.582878043514591,0.18666656583508182,0.14223731683096863
Brazil,0.620862170816108,0.48866451335702477,0.5523037981206004,0.42594002463962977,0.3427646341475523
Brunei,-1.3629708034201111,-1.3247379420748315,-1.3244844960643778,-1.3446835705140252,-1.3339336576320753
Bulgaria,1.3215844611311238,1.1818269809080424,1.2178816016974785,1.4978851200840047,1.6063283324195194
Burkina Faso,0.5326918164056096,0.6831972058632779,0.5734705833933632,1.3758556560936852,1.4565368423758063
Burundi,0.8621705092027361,0.5154966088751285,0.3570990006051202,0.22734305383185496,0.28719682332488466
Cambodia,-0.9824461159642749,-0.7702079680340173,-0.28966388272930205,0.06942257102085325,0.15431727570546158
Cameroon,0.13592522155836573,0.33214395616808523,0.5381926079387583,0.021567879259943617,-0.08486591000949953
Canada,-0.0007600687123665052,-0.0008393688365745728,0.9309540680000257,0.6699989526202689,0.7099953839321392
Cape Verde,-0.017212762417763514,0.18233142285867174,0.32182102515051525,-0.031072281677056876,-0.0969458688839927
Central African Republic,-0.562476796272163,-0.5622592277687118,-0.5083873305478521,-0.8733148566690657,-0.8748952204013414
Chad,-0.40933881229603386,-0.3386584317845126,0.10309757733196526,-1.1078028462975227,-1.1189103896661
Chile,0.3795538324294803,0.6250609989073862,0.7451567306057736,0.7609228669659969,0.7414032770058212
China,-0.5323132539738346,-0.4728189093750323,0.21833896381700782,0.2560558688884007,0.25337293847630415
Colombia,-0.12162502421966984,-0.16201380295699513,-0.2590896373353112,-0.07174876967383001,-0.06312198403541218
Comoros,-1.3722518933580583,-1.2733097589984654,-1.3856329868523594,-1.244188717816115,-1.2831978303592044
Congo,-0.6158430634153595,-0.533191124290766,0.006671111089378628,0.4355109629918117,0.789723112503793
Costa Rica,-0.1285858416731303,-0.1597777949971532,-0.315534398062679,-0.31580769765446903,-0.2733132684515903
Cote d'Ivoire,0.2658604806896268,-0.6338114824836557,-0.8494077599423657,-0.8302456340842471,-0.7951674918296876
Croatia,1.4724021726227658,0.9336300973655813,0.9262503379394118,0.7154609097931328,0.7800591454041989
Cuba,-0.26084137328887813,-0.17319384275620509,-0.2637933673959253,-0.09806885014233037,-0.04137805806132483
Cyprus,1.1034788475893638,1.4076637848520837,1.2249371967883993,1.1198330551728188,1.1617858458381773
Czechia,2.0640716561669015,1.9286536394952678,1.862292620001594,1.9548974264006915,2.0412068519012667
Democratic Republic of Congo,-1.1959111845370611,-1.1793974246851018,-1.0328532323063109,-0.964238771014794,-0.9667029078474881
Denmark,1.5234481672814757,1.3763596734142955,1.142621920727655,1.0241236716509996,1.0289062982187542
Djibouti,-1.0404529280764452,-1.0854850903717381,-1.286854655579466,-1.3375053667498888,-1.3460136165065681
Dominica,0.5280512714366361,0.5781048317507046,0.8251201416362113,1.2538261921033658,1.2511775415094253
Dominican Republic,0.25193884578270603,0.003450786071312365,-0.00744007909246322,0.12684820113394482,0.16398124280505597
Ecuador,-0.03345466980917122,-0.07257348456331555,0.004319246059071689,-0.26316753671746834,-0.43518471736979636
Egypt,-1.3583302584511376,-1.3068498783960956,-1.3597624715189824,-1.3590399780422981,-1.3629255589308582
