,LD1,LD2
island,-0.4738121308851604,-0.15711822985138035
culmen_length_mm,0.35365320171059195,-2.2830809629864324
culmen_depth_mm,-1.8273552123551193,-0.313011643442121
flipper_length_mm,1.3301099655605244,0.001588473038327645
body_mass_g,0.9416152050457857,1.0883944772342289
sex,-0.11840590230822837,0.3953450520998277
