Id,z1,z2,z3,z4,z5,z6
252,-0.06944131278474328,-0.6503374498567173,1.5522764889082998,1.1281442366501482,-0.3834282236241245,-1.1925846594096412
64,0.8016267200732229,-0.9572893517026924,-0.2923795597264833,0.30600286117191117,-0.2784007450273192,0.24254507572277012
243,0.6877418339136565,-1.0781225012677615,-0.2045924423493499,0.009258198056338405,-0.2295831444880029,-0.07806570081517375
128,0.9269520743271444,2.0404638711493877,1.1297376024103956,2.059080981387574,2.566783206229003,1.7376016510668004
198,-2.388211678499986,0.48796972390352966,1.06635524323013,-1.479653689381194,0.30805773986760737,0.7679896013458677
112,-1.1650402828208706,0.20681999743974075,0.49889260776833766,0.4530676895645999,-0.8426894810577246,0.8787702471469712
38,-0.15241803514529947,-0.16404904478296728,1.0346459790359475,0.23078057911792202,-1.070045133717028,0.5630895449298172
127,-0.7062530991511546,0.21496185054106837,0.6664892275327238,-0.07243736086246141,-0.7750421006314019,0.11737698320898822
308,0.49587114039973873,-0.10546325558716467,1.2817582587844307,0.23109916955310855,0.31328279521503327,-0.5906816165042754
120,-3.1589492841220954,-0.5435457741527704,-0.1924318680582631,-0.01674466234507328,0.8543773652634387,0.5204456237863714
342,-0.6645869625509286,0.6312678102560143,0.4688468440336837,-0.04077919474929703,-1.0473381478534791,0.0005512701176844059
276,0.7368597615801393,0.008124953082558195,0.058530570789237166,0.23942427079675005,1.1251548046775255,-0.6083901286134795
236,-0.13482354505524305,-0.5325846357540025,-0.9194913858421698,0.7791031930381361,-0.13305515491317374,-0.1711227276500005
268,-1.0473214221266527,0.7508112729019452,1.546482849011588,1.2293051900218186,0.8719736040041879,-0.10024858336908837
36,-0.7914164584618872,-1.7728310404610093,-2.619143772758059,0.8964573811345684,1.8746467676016239,0.40768181961765465
45,-0.3723769823146096,-0.6644537286779437,0.8792987171489531,0.08110309998385394,-0.4155818164211236,0.34191583867699643
212,1.2597522672185215,-0.7293746759763485,-0.5365793093735328,-0.9333818513851425,0.34872099779716265,0.34083420919547874
179,-0.008785304636644323,0.0610793258612339,1.3366659202421485,0.14357402424273705,0.3896224827158639,-0.573336386445207
328,1.732070890960637,-2.1399662674471336,0.44179040321276636,0.13188000923885712,0.15835363994240143,0.8402892593929813
258,1.1503004899554554,-0.9796256269682387,-0.43643490895268017,-0.39075793005818565,-0.03290690755536079,-0.17858038898605721
186,-0.2724761593522023,-0.6031050448941122,0.9816519644475792,-0.03784241860403929,-0.4796889349378195,0.3487145392322303
131,-0.6800843960084741,2.1873936290593226,0.6226632351801197,0.20947988808979842,-0.02208042759218982,-0.6643057205816977
298,0.1782470923322931,-0.6918012269053821,-0.16572309950061528,0.022426311963027926,-0.000425181331266155,-0.10795931632371752
87,-1.1606776926715812,0.9905937537518344,1.27841865539409,-1.6774527663876693,1.2681129090619019,0.03644261077648757
157,0.6008285474934715,-0.2321646855406427,0.24785447977050246,0.1107682557731766,0.5698234586020439,-0.9044179856122778
37,0.5054451421232397,3.6198727743570878,-2.742634643679391,-3.449709610666043,1.0164087874403676,-0.8591141752422032
141,1.5347738919644471,-0.6767532800470858,0.04164986344650604,0.28135135072769507,0.5941972554840395,-1.0239760980205999
228,0.16490860947521244,-0.23503640594088965,1.4472337695376305,1.2872470551073751,0.05386066721744826,-0.7746161874849495
129,-1.9079374251866292,0.9493676287677703,1.4877931233316064,-0.12536725053497622,0.9123309596052264,-0.30890850554067334
