,Putere discriminare,PValues
pelvic_incidence,51.96025006877671,1.1102230246251565e-16
pelvic_tilt,15.611847785256026,6.401209583506429e-07
lumbar_lordosis_angle,67.45525544717873,1.1102230246251565e-16
sacral_slope,53.79328012852044,1.1102230246251565e-16
pelvic_radius,5.9757633447443075,0.0031413456402317186
degree_spondylolisthesis,123.89455195193372,1.1102230246251565e-16
