No.,Z1,Z2
130,1.9340954067821583,0.7392636613151164
26,-1.6686909448200746,1.0678337528502908
146,4.155146731342004,0.6828032308920944
39,-2.250225252838137,1.0048118135546107
68,0.5522986251632338,-0.4016461443904531
145,1.509743138886459,-0.696114968892682
36,-2.129275874525284,0.9654837496963401
108,4.022377240257268,1.930787887902782
122,-0.007718141759412226,-2.07844193199933
172,-0.8491331889893554,-1.8408868882116924
169,-1.0655742199485294,-0.6819695184638773
56,4.168958825482688,0.22903105322531653
226,-1.0269048430991539,-0.6800221493004821
121,0.0915138968263694,2.9203859036033295
13,-1.5051043571197718,0.8668814732910757
37,-1.7372330203631987,1.3318997989513215
24,-0.8629817346096877,0.649194991073065
184,-1.8143980396454533,0.5781901777105117
174,-1.9516641564648907,-1.0615289270332928
90,3.2892493753289,-1.3536967783054021
152,-1.7568218033461294,-0.8979687172273576
17,-1.9060294329060312,0.5426378378146782
158,-2.2148605101523606,1.7251963442034273
206,-1.1147493997236166,-1.7567182870747875
43,-2.5870660607800327,1.0835259914397568
95,1.8028630735948983,-1.6774013292301786
85,3.3796374754159593,1.2576104622215998
228,-1.9756078189174668,0.823990087301735
230,-2.3926004719300034,-1.8663837501802225
128,2.497073455679799,0.7682372307241986
58,2.018194454413057,-1.5379479187072689
35,-1.743431856412488,0.21426481651599505
176,-0.7702944877266763,-0.3425181921797961
45,-2.3803073817553417,0.7750650673397124
183,-1.219112295786225,-0.46239446687067237
124,1.8465746802334018,1.1715498992468256
93,0.7616533050763653,2.004234186950619
119,2.224141850236737,0.8120821836704822
67,-0.04119047172986002,-0.17507339811854217
12,-1.3537748919772359,1.2664914313532025
7,-1.0062454531961902,0.08861292017443773
116,0.3556200882325081,-0.32568340172976623
180,-1.38090581456234,-0.881795806934666
177,-1.6402857122736336,-0.889237202168109
