,Putere discriminare,PValues
pelvic_incidence,55.2900624675494,1.1102230246251565e-16
pelvic_tilt,15.998328079795787,4.6355941862863403e-07
lumbar_lordosis_angle,61.81611974101562,1.1102230246251565e-16
sacral_slope,51.361356753878376,1.1102230246251565e-16
pelvic_radius,10.198749973435886,6.778872241719469e-05
degree_spondylolisthesis,152.8902172257477,1.1102230246251565e-16
