Regiune,Carne,Peste,LegumeFructe,Uleiuri,Lactate,Morarit,Panificatie
Bucuresti-Ilfov,2256.5629831750803,297.5996138201782,1180.1593840335777,364.7251342703371,529.9632012417954,570.2372071929994,4981.862864935529
Centru,216.8721578181269,2.857891759896542,1.8006025689223295,0.12035938661184721,70.83198099275165,28.31635020164663,239.93715817661825
Nord-Est,156.31423043701113,1.4171543299768252,4.3960232429232615,6.40818602482591,43.41004259811334,54.56677632198453,218.11699465703913
Nord-Vest,174.0703367591118,1.364796574057,26.550654545928925,4.127591766708118,99.99851881416284,15.311589882524087,371.00017558451486
Sud,113.857219477346,0.11980304317058078,3.0301200148214122,10.80674300695068,14.878434998637692,14.457622438318438,112.20371197301007
Sud-Est,110.95895020305507,0.0,16.949140369490276,100.70580172736861,76.7194510084204,118.20215696638414,360.3099555265739
Sud-Vest,70.94295077987498,0.0,19.16855245529952,1.6246658616850806,5.924140298688629,72.47230739547392,396.2112818501412
Vest,436.67833510390847,0.8921933011753246,7.7341836061606095,5.481661900496654,14.89766522144092,7.693138996594743,292.0732993303556
