,Putere discriminare,PValues
pelvic_incidence,64.45919242248529,1.1102230246251565e-16
pelvic_tilt,13.532107954406017,3.718272198582895e-06
lumbar_lordosis_angle,61.83815448580386,1.1102230246251565e-16
sacral_slope,68.43613781510763,1.1102230246251565e-16
pelvic_radius,5.2154651382945145,0.006393305371690472
degree_spondylolisthesis,125.02693706987218,1.1102230246251565e-16
