No.,Z1,Z2
19,-0.31742043140955534,1.166753060950449
161,-0.20186514406355383,-0.3324941596452885
8,-0.4512435707578475,2.2445579574243077
66,-1.1316983651955521,-2.8282935977576957
114,3.7254038398309626,0.0037921901806523255
213,-0.8831317393992224,-1.0334327337326523
25,-0.7772558273089779,1.4948288912201526
36,-1.8231404453461255,0.9950124298893516
27,-1.6202122807870782,0.3940706004427654
113,0.9998301820295353,1.8006689641530838
76,1.4768056011426614,1.0088733879802239
135,1.60954790783823,-1.9605051702511276
116,0.46494720496891073,-0.399780321828055
74,2.377854000600675,-0.3170680355360815
3,-1.138342217661696,0.25746158750260356
222,-1.8369921165317402,-0.8136623260429359
10,-2.546546898912731,2.147713965427583
120,1.6837527431738548,-0.3676298311950683
83,2.396523601336958,-1.2359697534016207
182,-1.7898900477039552,0.3892021392394879
14,-1.4031910612659326,0.06427127835487213
31,-1.8523710855967745,1.0014069016007192
220,-1.6098565382399204,-0.6024783359139512
99,0.7601722082596226,-0.10842559917013045
123,1.6063903126884365,1.0780198393595324
173,-0.2760210919761004,-2.054166142283953
199,-0.9896366300040292,-1.0891827720214695
48,3.8287070602605446,-0.6418387474107564
145,1.5802254012802015,-0.824239437150913
44,-0.75990931995024,1.6328117698700761
69,-0.35124068120281726,-0.3571917049054234
189,0.5089387204445041,-1.3826963004357173
87,2.2005778072882096,-1.2445440192565997
197,-0.8999062412099765,-0.8649263383821573
166,-1.046539254047729,-0.25907476809552044
207,-1.3799219394249602,-1.0890940703877618
33,-1.2837694638251858,0.031221165830213865
124,2.3263048527394163,1.1727400364547058
214,-1.0822043992842187,-0.6698977553332449
101,2.47661279733978,1.4546302972484197
18,-1.6536042547377714,0.08316473570960659
1,-1.1788866113245848,1.4172319287167432
98,0.7850881625671432,-0.12862991299359341
16,-1.47818922900922,-0.38381412533461967
77,0.7785400158849709,0.612530646426811
227,-0.12853036310390079,-1.2796743308285123
61,1.0434686103684512,-0.12424970618678932
59,5.049885301244346,1.4622349530413732
136,0.7263498103151521,-0.9578316693717436
81,0.2921663522273386,-1.4665124339640472
107,2.123078473391074,-0.19442194910541202
228,-2.0055899606742758,0.7341899131006623
97,1.006957926027598,0.9200151978607815
82,1.7293738592644183,0.2059606906026806
5,-1.248195944800628,0.007681749702530451
26,-1.675669541702291,1.1314184714346125
211,-1.049977693151025,0.03255916513808211
232,-1.8454178735907143,0.9758006330880892
226,-1.1071512168864395,-0.7095270418216587
49,0.07448805412670564,-0.8852912485615748
121,0.41580386639624994,2.897623941856445
45,-2.251607704586699,0.8384161869615678
102,2.3474369536375606,-0.12452074506557596
195,-2.1026560964713146,0.177299224021673
215,-1.0736612652251223,-0.08110228214910455
93,1.1721911996692158,1.815542015440257
46,-1.3241332941706154,0.115785472065866
106,2.197241502956725,0.009152886724399161
186,-0.43081643459296065,-2.2997549015791354
167,-1.7242814698504652,-0.11359047784573359
127,2.5791324784742997,-1.5396603193029286
191,-1.2281965537123036,-3.0350094570978636
202,-1.320393318616678,0.8672522190961279
118,1.638136631391962,0.031254414032695285
217,-2.1869640936178056,-0.3411856083763717
56,3.3937393394619084,-0.10944849879264158
68,0.4064469748532048,-0.2818072371030984
65,0.4902675848840913,1.614724366443767
104,2.595692573558777,-0.40573442957442085
212,-1.1019094094104767,-0.742463839605201
54,-0.8282125142588838,-0.8694753726465057
157,-1.0913854753105139,1.1662705119839865
190,-0.6191082017764205,-1.102649366797849
142,0.7800159838187534,-0.8714587226521131
119,2.2957898698152204,0.6762804198980273
100,0.5908993087598365,1.1274956056695975
144,3.7063601883682336,1.3134430443839844
4,-0.5357546523361734,1.095255809512361
2,-1.461026178373389,0.9519027180689467
15,-1.0445767357392663,-0.027798119690328492
184,-1.75729651927374,0.5586585156068464
180,-1.1790531159308073,-0.8414461252220812
72,3.6516697373040317,-2.0509866343592926
28,-1.938321400319033,1.356831196804813
